0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.734847	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.741620	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.748331	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.754983	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.761577	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.768115	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.774597	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.781025	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.787401	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.793725	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.800000	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.806226	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.812404	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.818535	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.824621	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.830662	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.836660	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.842615	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.848528	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.854400	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.860233	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.866025	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.871780	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.877496	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.883176	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.888819	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.894427	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.900000	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.905539	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.911043	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.916515	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.921954	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.927362	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.932738	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.938083	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.943398	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.948683	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.953939	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.959166	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.964365	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.969536	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.974679	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.979796	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.984886	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.989949	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
0.994987	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.000000	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.004988	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.009950	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.014889	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.019804	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.024695	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.029563	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.034408	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.039230	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.044031	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.048809	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.053565	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.058301	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.063015	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.067708	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.072381	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.077033	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.081665	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.086278	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.090871	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.095445	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.100000	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.104536	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.109054	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.113553	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.118034	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.122497	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.126943	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.131371	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.135782	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.140175	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.144552	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.148913	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.153256	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.157584	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.161895	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.166190	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.170470	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.174734	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.178983	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.183216	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.187434	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.191638	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.195826	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.200000	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.204159	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.208305	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.212436	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.216553	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.220656	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.224745	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.228821	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.232883	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.236932	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.240967	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.244990	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.249000	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.252996	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.256981	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.260952	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.264911	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.268858	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.272792	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.276715	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.280625	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.284523	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.288410	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.292285	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.296148	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.300000	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.303840	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.307670	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.311488	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.315295	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.319091	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.322876	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.326650	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.330413	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.334166	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.337909	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.341641	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.345362	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.349074	-nan	-nan	0.000000	-nan	-nan	0.000000	0.000000	0.000000	0.000000	
1.352775	-nan	-nan	209448672.000000	-nan	-nan	209448672.000000	209448672.000000	209448672.000000	0.000000	
1.356466	-nan	-nan	195123712.000000	-nan	-nan	195123712.000000	195123712.000000	195123712.000000	0.000000	
1.360147	-nan	-nan	181848320.000000	-nan	-nan	181848320.000000	181848320.000000	181848320.000000	0.000000	
1.363818	-nan	-nan	169540512.000000	-nan	-nan	169540512.000000	169540512.000000	169540512.000000	0.000000	
1.367479	-nan	-nan	158125120.000000	-nan	-nan	158125120.000000	158125120.000000	158125120.000000	0.000000	
1.371131	-nan	-nan	147533184.000000	-nan	-nan	147533184.000000	147533184.000000	147533184.000000	0.000000	
1.374773	-nan	-nan	137701392.000000	-nan	-nan	137701392.000000	137701392.000000	137701392.000000	0.000000	
1.378405	-nan	-nan	128571568.000000	-nan	-nan	128571568.000000	128571568.000000	128571568.000000	0.000000	
1.382027	-nan	-nan	120090320.000000	-nan	-nan	120090320.000000	120090320.000000	120090320.000000	0.000000	
1.385641	-nan	-nan	112208512.000000	-nan	-nan	112208512.000000	112208512.000000	112208512.000000	0.000000	
1.389244	-nan	-nan	104880984.000000	-nan	-nan	104880984.000000	104880984.000000	104880984.000000	0.000000	
1.392839	-nan	-nan	98066184.000000	-nan	-nan	98066184.000000	98066184.000000	98066184.000000	0.000000	
1.396424	-nan	-nan	91725864.000000	-nan	-nan	91725864.000000	91725864.000000	91725864.000000	0.000000	
1.400000	-nan	-nan	85824808.000000	-nan	-nan	85824808.000000	85824808.000000	85824808.000000	0.000000	
1.403567	-nan	-nan	80330568.000000	-nan	-nan	80330568.000000	80330568.000000	80330568.000000	0.000000	
1.407125	-nan	-nan	75213240.000000	-nan	-nan	75213240.000000	75213240.000000	75213240.000000	0.000000	
1.410674	-nan	-nan	70445256.000000	-nan	-nan	70445256.000000	70445256.000000	70445256.000000	0.000000	
1.414214	-nan	-nan	66001200.000000	-nan	-nan	66001200.000000	66001200.000000	66001200.000000	0.000000	
1.417745	-nan	-nan	61857592.000000	-nan	-nan	61857592.000000	61857592.000000	61857592.000000	0.000000	
1.421267	-nan	-nan	57992784.000000	-nan	-nan	57992784.000000	57992784.000000	57992784.000000	0.000000	
1.424781	-nan	-nan	54386772.000000	-nan	-nan	54386772.000000	54386772.000000	54386772.000000	0.000000	
1.428286	-nan	-nan	51021072.000000	-nan	-nan	51021072.000000	51021072.000000	51021072.000000	0.000000	
1.431782	-nan	-nan	47878616.000000	-nan	-nan	47878616.000000	47878616.000000	47878616.000000	0.000000	
1.435270	-nan	-nan	44943604.000000	-nan	-nan	44943604.000000	44943604.000000	44943604.000000	0.000000	
1.438749	-nan	-nan	42201440.000000	-nan	-nan	42201440.000000	42201440.000000	42201440.000000	0.000000	
1.442221	-nan	-nan	39638608.000000	-nan	-nan	39638608.000000	39638608.000000	39638608.000000	0.000000	
1.445683	-nan	-nan	37242604.000000	-nan	-nan	37242604.000000	37242604.000000	37242604.000000	0.000000	
1.449138	-nan	-nan	35001844.000000	-nan	-nan	35001844.000000	35001844.000000	35001844.000000	0.000000	
1.452584	-nan	-nan	32905602.000000	-nan	-nan	32905602.000000	32905602.000000	32905602.000000	0.000000	
1.456022	-nan	-nan	30943938.000000	-nan	-nan	30943938.000000	30943938.000000	30943938.000000	0.000000	
1.459452	-nan	-nan	29107636.000000	-nan	-nan	29107636.000000	29107636.000000	29107636.000000	0.000000	
1.462874	-nan	-nan	27388150.000000	-nan	-nan	27388150.000000	27388150.000000	27388150.000000	0.000000	
1.466288	-nan	-nan	25777558.000000	-nan	-nan	25777558.000000	25777558.000000	25777558.000000	0.000000	
1.469694	-nan	-nan	24268504.000000	-nan	-nan	24268504.000000	24268504.000000	24268504.000000	0.000000	
1.473092	-nan	-nan	22854158.000000	-nan	-nan	22854158.000000	22854158.000000	22854158.000000	0.000000	
1.476482	-nan	-nan	21528182.000000	-nan	-nan	21528182.000000	21528182.000000	21528182.000000	0.000000	
1.479865	-nan	-nan	20284686.000000	-nan	-nan	20284686.000000	20284686.000000	20284686.000000	0.000000	
1.483240	-nan	-nan	19118196.000000	-nan	-nan	19118196.000000	19118196.000000	19118196.000000	0.000000	
1.486607	-nan	-nan	18023628.000000	-nan	-nan	18023628.000000	18023628.000000	18023628.000000	0.000000	
1.489966	-nan	-nan	16996250.000000	-nan	-nan	16996250.000000	16996250.000000	16996250.000000	0.000000	
1.493318	-nan	-nan	16031662.000000	-nan	-nan	16031662.000000	16031662.000000	16031662.000000	0.000000	
1.496663	-nan	-nan	15125771.000000	-nan	-nan	15125771.000000	15125771.000000	15125771.000000	0.000000	
1.500000	-nan	-nan	14274767.000000	-nan	-nan	14274767.000000	14274767.000000	14274767.000000	0.000000	
1.503330	-nan	-nan	13475102.000000	-nan	-nan	13475102.000000	13475102.000000	13475102.000000	0.000000	
1.506652	-nan	-nan	12723472.000000	-nan	-nan	12723472.000000	12723472.000000	12723472.000000	0.000000	
1.509967	-nan	-nan	12016798.000000	-nan	-nan	12016798.000000	12016798.000000	12016798.000000	0.000000	
1.513275	-nan	-nan	11352212.000000	-nan	-nan	11352212.000000	11352212.000000	11352212.000000	0.000000	
1.516575	-nan	-nan	10727040.000000	-nan	-nan	10727040.000000	10727040.000000	10727040.000000	0.000000	
1.519868	-nan	-nan	10138788.000000	-nan	-nan	10138788.000000	10138788.000000	10138788.000000	0.000000	
1.523155	-nan	-nan	9585129.000000	-nan	-nan	9585129.000000	9585129.000000	9585129.000000	0.000000	
1.526434	-nan	-nan	9063893.000000	-nan	-nan	9063893.000000	9063893.000000	9063893.000000	0.000000	
1.529706	-nan	-nan	8573055.000000	-nan	-nan	8573055.000000	8573055.000000	8573055.000000	0.000000	
1.532971	-nan	-nan	8110722.500000	-nan	-nan	8110722.500000	8110722.500000	8110722.500000	0.000000	
1.536229	-nan	-nan	7675130.000000	-nan	-nan	7675130.000000	7675130.000000	7675130.000000	0.000000	
1.539480	-nan	-nan	7264626.000000	-nan	-nan	7264626.000000	7264626.000000	7264626.000000	0.000000	
1.542725	-nan	-nan	6877670.000000	-nan	-nan	6877670.000000	6877670.000000	6877670.000000	0.000000	
1.545962	-nan	-nan	6512819.500000	-nan	-nan	6512819.500000	6512819.500000	6512819.500000	0.000000	
1.549193	-nan	-nan	6168728.000000	-nan	-nan	6168728.000000	6168728.000000	6168728.000000	0.000000	
1.552417	-nan	-nan	5844134.500000	-nan	-nan	5844134.500000	5844134.500000	5844134.500000	0.000000	
1.555635	-nan	-nan	5537860.500000	-nan	-nan	5537860.500000	5537860.500000	5537860.500000	0.000000	
1.558846	-nan	-nan	5248802.000000	-nan	-nan	5248802.000000	5248802.000000	5248802.000000	0.000000	
1.562050	-nan	-nan	4975927.500000	-nan	-nan	4975927.500000	4975927.500000	4975927.500000	0.000000	
1.565248	-nan	-nan	4718268.500000	-nan	-nan	4718268.500000	4718268.500000	4718268.500000	0.000000	
1.568439	-nan	-nan	4474921.000000	-nan	-nan	4474921.000000	4474921.000000	4474921.000000	0.000000	
1.571623	-nan	-nan	4245036.000000	-nan	-nan	4245036.000000	4245036.000000	4245036.000000	0.000000	
1.574802	-nan	-nan	4027818.750000	-nan	-nan	4027818.750000	4027818.750000	4027818.750000	0.000000	
1.577973	-nan	-nan	3822524.250000	-nan	-nan	3822524.250000	3822524.250000	3822524.250000	0.000000	
1.581139	-nan	-nan	3628454.250000	-nan	-nan	3628454.250000	3628454.250000	3628454.250000	0.000000	
1.584298	-nan	-nan	3444953.750000	-nan	-nan	3444953.750000	3444953.750000	3444953.750000	0.000000	
1.587451	-nan	-nan	3271408.250000	-nan	-nan	3271408.250000	3271408.250000	3271408.250000	0.000000	
1.590597	-nan	-nan	3107241.250000	-nan	-nan	3107241.250000	3107241.250000	3107241.250000	0.000000	
1.593738	-nan	-nan	2951912.250000	-nan	-nan	2951912.250000	2951912.250000	2951912.250000	0.000000	
1.596872	-nan	-nan	2804913.250000	-nan	-nan	2804913.250000	2804913.250000	2804913.250000	0.000000	
1.600000	-nan	-nan	2665767.250000	-nan	-nan	2665767.250000	2665767.250000	2665767.250000	0.000000	
1.603122	-nan	-nan	2534026.500000	-nan	-nan	2534026.500000	2534026.500000	2534026.500000	0.000000	
1.606238	-nan	-nan	2409270.750000	-nan	-nan	2409270.750000	2409270.750000	2409270.750000	0.000000	
1.609348	-nan	-nan	2291104.250000	-nan	-nan	2291104.250000	2291104.250000	2291104.250000	0.000000	
1.612452	-nan	-nan	2179155.500000	-nan	-nan	2179155.500000	2179155.500000	2179155.500000	0.000000	
1.615549	-nan	-nan	2073075.750000	-nan	-nan	2073075.750000	2073075.750000	2073075.750000	0.000000	
1.618641	-nan	-nan	1972536.125000	-nan	-nan	1972536.125000	1972536.125000	1972536.125000	0.000000	
1.621727	-nan	-nan	1877228.000000	-nan	-nan	1877228.000000	1877228.000000	1877228.000000	0.000000	
1.624808	-nan	-nan	1786860.750000	-nan	-nan	1786860.750000	1786860.750000	1786860.750000	0.000000	
1.627882	-nan	-nan	1701161.000000	-nan	-nan	1701161.000000	1701161.000000	1701161.000000	0.000000	
1.630951	-nan	-nan	1619871.250000	-nan	-nan	1619871.250000	1619871.250000	1619871.250000	0.000000	
1.634013	-nan	-nan	1542749.375000	-nan	-nan	1542749.375000	1542749.375000	1542749.375000	0.000000	
1.637071	-nan	-nan	1469567.125000	-nan	-nan	1469567.125000	1469567.125000	1469567.125000	0.000000	
1.640122	-nan	-nan	1400109.875000	-nan	-nan	1400109.875000	1400109.875000	1400109.875000	0.000000	
1.643168	-nan	-nan	1334175.125000	-nan	-nan	1334175.125000	1334175.125000	1334175.125000	0.000000	
1.646208	-nan	-nan	1271572.125000	-nan	-nan	1271572.125000	1271572.125000	1271572.125000	0.000000	
1.649242	-nan	-nan	1212121.125000	-nan	-nan	1212121.125000	1212121.125000	1212121.125000	0.000000	
1.652271	-nan	-nan	1155652.750000	-nan	-nan	1155652.750000	1155652.750000	1155652.750000	0.000000	
1.655295	-nan	-nan	1102007.250000	-nan	-nan	1102007.250000	1102007.250000	1102007.250000	0.000000	
1.658312	-nan	-nan	1051034.000000	-nan	-nan	1051034.000000	1051034.000000	1051034.000000	0.000000	
1.661325	-nan	-nan	1002590.750000	-nan	-nan	1002590.750000	1002590.750000	1002590.750000	0.000000	
1.664332	-nan	-nan	956543.625000	-nan	-nan	956543.625000	956543.625000	956543.625000	0.000000	
1.667333	-nan	-nan	912765.937500	-nan	-nan	912765.937500	912765.937500	912765.937500	0.000000	
1.670329	-nan	-nan	871138.312500	-nan	-nan	871138.312500	871138.312500	871138.312500	0.000000	
